eco,opening_name,month,actual,forecast,lower_ci,upper_ci,is_forecast,structural_break,model_tier,forecast_quality,model_tier_override,model_name
A09,A09,2023-02,0.5358885017421603,,,,False,False,1,high,,holt_winters
A09,A09,2023-03,0.5343755551607745,,,,False,False,1,high,,holt_winters
A09,A09,2023-04,0.5295704103255635,,,,False,False,1,high,,holt_winters
A09,A09,2023-05,0.529849346752516,,,,False,False,1,high,,holt_winters
A09,A09,2023-06,0.5344781325462838,,,,False,False,1,high,,holt_winters
A09,A09,2023-07,0.5381163044175162,,,,False,False,1,high,,holt_winters
A09,A09,2023-08,0.5334554874581412,,,,False,False,1,high,,holt_winters
A09,A09,2023-09,0.5428928008407777,,,,False,False,1,high,,holt_winters
A09,A09,2023-10,0.5280289330922242,,,,False,False,1,high,,holt_winters
A09,A09,2023-11,0.5269431857790171,,,,False,False,1,high,,holt_winters
A09,A09,2023-12,0.522770090300786,,,,False,False,1,high,,holt_winters
A09,A09,2024-01,0.527916802079948,,,,False,False,1,high,,holt_winters
A09,A09,2024-02,0.5262404238562326,,,,False,False,1,high,,holt_winters
A09,A09,2024-03,0.5373844121532365,,,,False,False,1,high,,holt_winters
A09,A09,2024-04,0.5370330994400737,,,,False,False,1,high,,holt_winters
A09,A09,2024-05,0.5281284391791287,,,,False,False,1,high,,holt_winters
A09,A09,2024-06,0.5356427139994274,,,,False,False,1,high,,holt_winters
A09,A09,2024-07,0.5340131490674896,,,,False,False,1,high,,holt_winters
A09,A09,2024-08,0.5332502623294858,,,,False,False,1,high,,holt_winters
A09,A09,2024-09,0.5193621867881549,,,,False,False,1,high,,holt_winters
A09,A09,2024-10,0.5333815694270868,,,,False,False,1,high,,holt_winters
A09,A09,2024-11,0.5271724687749136,,,,False,False,1,high,,holt_winters
A09,A09,2024-12,0.5258615662720858,,,,False,False,1,high,,holt_winters
A09,A09,2025-01,0.5280599903241413,,,,False,False,1,high,,holt_winters
A09,A09,2025-02,0.5290726288406102,,,,False,False,1,high,,holt_winters
A09,A09,2025-03,0.5266683360460749,,,,False,False,1,high,,holt_winters
A09,A09,2025-04,0.5231328940142779,,,,False,False,1,high,,holt_winters
A09,A09,2025-05,0.5267351507967866,,,,False,False,1,high,,holt_winters
A09,A09,2025-06,0.522354233912506,,,,False,False,1,high,,holt_winters
A09,A09,2025-07,0.5272808302030941,,,,False,False,1,high,,holt_winters
A09,A09,2025-08,0.5221963394342762,,,,False,False,1,high,,holt_winters
A09,A09,2025-09,0.5253953363709462,,,,False,False,1,high,,holt_winters
A09,A09,2025-10,0.5216708131465235,,,,False,False,1,high,,holt_winters
A09,A09,2025-11,0.5271686663908426,,,,False,False,1,high,,holt_winters
A09,A09,2025-12,0.5276793194560804,,,,False,False,1,high,,holt_winters
A09,A09,2026-01,0.530561857733885,,,,False,False,1,high,,holt_winters
A09,A09,2026-02,0.5223846678281948,,,,False,False,1,high,,holt_winters
A09,A09,2026-03,0.5261588698800312,,,,False,False,1,high,,holt_winters
A09,A09,2026-04,0.5160376143243591,,,,False,False,1,high,,holt_winters
A09,A09,2026-05,,0.522182,0.512712,0.531652,True,False,1,high,,holt_winters
A09,A09,2026-06,,0.52184,0.512324,0.531356,True,False,1,high,,holt_winters
A09,A09,2026-07,,0.521498,0.511789,0.531207,True,False,1,high,,holt_winters
A10,English Opening,2023-01,0.4992596656997268,,,,False,False,1,high,,holt_winters
A10,English Opening,2023-02,0.5007322670810227,,,,False,False,1,high,,holt_winters
A10,English Opening,2023-03,0.504802966214039,,,,False,False,1,high,,holt_winters
A10,English Opening,2023-04,0.5027367055239159,,,,False,False,1,high,,holt_winters
